hp_kg
4815193.5
2347428.3
12475749.2
65214962.2
8845375.4
113529.1
837852.2999999999
27428431.2
15035051.799999999
16102465.4
31256135.1
16526863.5
29496614.7
28013115.7
5435109.499999999
8304386.3
489659.10000000003
1895098.2
150463.1
10459908.6
19014465.2
10083189.799999999
15404315.799999999
7752283.1
22752536.700000003
465409.2
54354.6
550148.3
1282586.7
3120134.5
13853227.200000001
16360310.8
10742178.4
6571485.0
8183435.7
3955932.3
11847.0
5544147.7
15785753.7
7864264.300000001
24827992.1
744198.1000000001
204620.1
4262542.4
27919531.7
362848.9
8240128.9
620398.0
4863000.399999999
2027849.7
15215219.5
63457289.0
8950739.7
100542.9
801784.6
24705438.7
16814685.7
20355568.5
33575689.5
15695446.200000001
32865663.1
29655904.299999997
6369532.9
7877231.9
478696.00000000006
2449358.0999999996
125080.6
8254468.700000001
20064904.7
8798127.4
17706455.1
8062772.4
26228049.299999997
486300.9
39182.9
366455.5
971246.7
3607715.9
12680057.8
19694807.799999997
11513857.399999999
5892095.7
7538677.7
3825169.3
8501.6
4910250.8
15718478.4
7277567.2
26566719.0
608451.1
114764.6
3172605.5
34181130.099999994
190609.6
10018636.9
491866.9
4553395.4
2284609.0
16578628.3
60658072.1
10304790.299999999
105906.4
849104.7999999999
22095635.1
17135542.6
16797844.1
33569553.0
15928337.0
33185571.0
34959583.4
6114175.2
8089079.000000001
356519.0
2552226.9
147313.3
8995344.299999999
20922556.4
9378986.1
17399528.599999998
7313952.7
28673488.4
421425.2
51345.1
494683.8
1421168.1
3817544.6999999997
13545787.6
24214658.099999998
11715268.399999999
8840972.0
10037991.5
4847060.2
11891.0
4751073.1
16299204.8
7716334.7
28047153.099999998
682376.1
223857.3
4436855.2
34762680.3
294895.5
9953393.7
651099.6
5404435.7
9318547.9
16071238.299999999
60813872.1
9214770.6
180045.0
619950.6
21238144.1
18572374.2
20669333.4
35479227.9
16101459.700000001
32088132.5
33314391.8
6680743.699999999
7072024.999999999
406702.2
2332842.1
218952.1
10736681.5
20957005.9
9455990.5
17475675.4
8464191.3
26387323.8
191970.4
53551.2
443070.1
1724208.0
3782844.9
13362884.4
20340302.0
11996616.6
7709577.4
8877798.2
4009019.7
12873.4
7364130.0
16888709.9
8458531.4
30158850.6
755255.4
246372.9
4162562.9
36931716.4
285971.3
10901083.6
713911.7
3356175.7
666311.0
10213029.999999998
6855428.7
6915271.800000001
38237.2
925707.9
2414275.3000000003
5375592.0
1897261.1
30154692.799999997
15614634.4
29916302.799999997
31258684.3
7254951.6
6867852.600000001
124336.0
1959925.6
34234.3
5448194.0
16814950.3
8282292.6
14205638.1
7567399.6
27121337.200000003
96814.1
19804.5
248233.7
765385.9
2029873.7
6457506.800000001
15290983.200000001
8727955.6
5947832.9
1734812.4
3187545.9
3206.2000000000003
2257130.6
11794288.999999998
5321379.899999999
21224500.7
327912.5
129536.8
2702455.5
3308797.7
306613.1
7365867.0
539196.6
