hp_kg
6350791.3
5229244.8
7120286.0
6312607.8
8423037.1
5769643.5
4762934.8
4574333.3
4188588.3000000003
4963570.5
4234470.2
3982127.9
4719794.0
4149086.0
5678894.6
3317697.3
4303764.4
3482313.2
4014756.6
4387692.6
4147972.8000000003
4257030.5
5110349.9
4815193.5
4863000.399999999
4553395.4
5404435.7
3356175.7
13331519.700000001
3639261.5
3710253.8
8882664.7
7196359.0
5680002.2
4378385.1
3623173.8
3670118.3
3655287.6
4225728.6
3424887.2
3063207.2
3482725.2
2716744.9
3620411.2
2747742.9000000004
3411939.4
2989596.8
3477917.9
3146797.4
2543285.3
1922044.2
2347428.3
2027849.7
2284609.0
9318547.9
666311.0
10923392.2
11741472.7
12748533.0
13300794.2
12391084.5
12390023.3
10299658.7
9393138.4
9471772.799999999
10149123.5
8452680.5
8498790.9
9196310.700000001
8891045.0
10259777.5
9884914.5
8774737.1
7910995.299999999
10414981.0
11459939.4
14458782.7
13129204.299999999
12954353.9
12475749.2
15215219.5
16578628.3
16071238.299999999
10213029.999999998
71516230.3
78735809.60000001
77912820.0
81803954.3
78236829.4
83347958.89999999
87775981.0
83063518.2
73511226.6
59553620.5
67077143.0
65930173.8
65989099.4
69937041.2
63729466.1
59564850.199999996
54413890.7
52622680.5
59147355.2
66211060.6
62749974.099999994
62432143.699999996
59780761.2
65214962.2
63457289.0
60658072.1
60813872.1
6855428.7
8822122.2
4985762.2
6085525.7
5778795.0
7746824.8
7982806.9
6677379.2
5250987.1
4646057.7
9858279.7
8814412.9
7790775.2
5569631.3
5532599.1
7311494.399999999
6289974.2
5194528.8
6400767.5
7145751.1
7478152.7
8157550.8
9519097.8
9659865.5
8845375.4
8950739.7
10304790.299999999
9214770.6
6915271.800000001
237780.4
301401.1
264282.3
555427.5
319164.6
322841.3
167024.8
185779.5
241262.5
179769.3
121138.8
182688.3
209781.0
135720.5
171329.0
179140.69999999998
170654.6
155165.4
168092.2
121598.6
128102.70000000001
165580.5
108149.6
113529.1
100542.9
105906.4
180045.0
38237.2
2072224.5
1763193.7
1572259.8
1444632.7999999998
1819177.3
1499286.7
2650580.8
835988.2
965964.2000000001
1373724.5999999999
750233.6
872081.0
836036.2
858021.2999999999
712128.4
788089.7000000001
698032.8
811922.0
801679.2
819582.5
638935.5
749530.9
895373.9
837852.2999999999
801784.6
849104.7999999999
619950.6
925707.9
26919791.8
21872520.2
41566744.5
49872784.7
45268590.0
54839038.4
45964804.300000004
67473894.9
46850163.599999994
45616077.8
43407166.5
46372051.8
47024289.800000004
45642454.0
36183325.1
37509636.9
33952982.699999996
31645142.5
30129489.5
31772779.1
33510540.4
34146762.3
26776997.4
27428431.2
24705438.7
22095635.1
21238144.1
2414275.3000000003
12938075.7
10947946.6
18395589.599999998
26979477.7
18092177.400000002
21649588.4
13693538.2
13314290.7
14576321.3
14842708.700000001
15034673.1
11550680.0
15055095.4
13996652.3
14720943.3
11359742.8
15704713.799999999
13141611.6
13543387.1
16636485.8
17034730.0
17404847.2
17733166.3
15035051.799999999
16814685.7
17135542.6
18572374.2
5375592.0
7156951.2
7239638.2
9302362.0
10284767.3
13840098.1
12929170.2
12223182.6
12244280.2
25434115.5
